@RELATION oversample

@ATTRIBUTE WCHU_fanIn NUMERIC
@ATTRIBUTE ck_oo_fanIn NUMERIC
@ATTRIBUTE ck_oo_cbo NUMERIC
@ATTRIBUTE WCHU_cbo NUMERIC
@ATTRIBUTE LDHH_numberOfAttributesInherited NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributesInherited NUMERIC
@ATTRIBUTE WCHU_dit NUMERIC
@ATTRIBUTE WCHU_numberOfAttributesInherited NUMERIC
@ATTRIBUTE numberOfHighPriorityBugsFoundUntil: NUMERIC
@ATTRIBUTE CvsEntropy NUMERIC
@ATTRIBUTE numberOfCriticalBugsFoundUntil: NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateMethods NUMERIC
@ATTRIBUTE LDHH_numberOfPrivateMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPublicMethods NUMERIC
@ATTRIBUTE CvsLinEntropy NUMERIC
@ATTRIBUTE WCHU_numberOfAttributes NUMERIC
@ATTRIBUTE LDHH_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributes NUMERIC
@ATTRIBUTE ck_oo_dit NUMERIC
@ATTRIBUTE WCHU_numberOfMethodsInherited NUMERIC
@ATTRIBUTE LDHH_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_fanOut NUMERIC
@ATTRIBUTE WCHU_noc NUMERIC
@ATTRIBUTE ck_oo_numberOfLinesOfCode NUMERIC
@ATTRIBUTE class {buggy, clean}

@DATA
0.0,1,4,0.0,0.001101,14,0.0,1.02,0,1.06049,0,0,0.0,0.0,1,5,0.0,0.003711,0.0,0.0,0,1,4,2.06,0.0,0.0,0.0,35,clean
0.0,1,4,1.01,0.001441,2,0.0,1.01,0,8.50582,0,1,0.000936,0.0,1,6,0.0,0.011205,0.0,0.0,0,3,3,1.01,0.000899,1.01,0.0,51,clean
4.04,7,25,10.13,0.0,0,0.0,0.0,1,32.0766,4,15,0.002601,0.0,0,31,0.0,0.216457,5.05,0.014991,13,14,1,0.0,0.009185,8.11,0.0,661,clean
0.0,8,9,1.02,0.043647,380,1.02,23.65,0,10.0134,1,0,0.0,0.0,0,8,1.02,0.022266,1.02,0.000965,1,1,3,2.02,0.000852,1.02,0.0,31,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,10.8068,0,0,0.0,0.0,2,13,0.0,0.15805,0.0,0.0,0,3,3,3.05,0.000688,0.0,0.0,97,clean
0.0,3,6,1.01,0.0,0,0.0,0.0,0,2.22103,0,0,0.0,0.0,1,6,0.0,0.008456,1.02,0.000608,6,9,1,0.0,0.0,1.01,0.0,116,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,15,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,96,clean
1.01,2,2,1.01,0.0,6,0.0,0.0,0,6.5762,0,0,0.0,0.0,0,2,0.0,0.124025,1.01,0.002702,1,1,4,2.04,0.0,0.0,0.0,4,clean
2.03,4,4,3.04,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,0.0,0,12,0.0,0.010135,0.0,0.0,1,1,2,1.01,0.001015,1.01,0.0,36,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,2,1,2.03,0.0,0.0,0.0,3,clean
5.07,23,25,5.07,0.0,0,0.0,0.0,0,8.23039,0,1,0.0,0.0,0,11,1.01,0.013293,0.0,0.0,4,4,1,1.02,0.001814,0.0,0.0,127,clean
0.0,1,5,0.0,0.043647,397,1.02,23.66,0,6.73444,0,0,0.0,0.0,0,3,0.0,0.132755,0.0,0.0,0,0,7,6.09,0.0,0.0,0.0,42,clean
3.03,9,20,4.06,0.042401,61,1.02,17.12,0,19.5989,1,0,0.0,2.02,1,15,4.04,0.039553,2.02,0.000689,4,6,6,25.5,0.005369,3.05,0.0,186,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,5.60179,0,0,0.0,0.0,2,3,0.0,0.00814,0.0,0.0,0,2,1,1.01,0.0,0.0,0.0,24,clean
0.0,1,9,0.0,0.0,19,0.0,0.0,0,9.14442,0,1,0.0,0.0,0,7,0.0,0.016474,1.01,0.001692,0,0,2,1.01,0.0,0.0,0.0,255,clean
0.0,1,4,1.01,0.043647,394,1.02,23.66,0,9.27985,0,0,0.0,0.0,0,3,0.0,0.138828,1.01,0.000867,1,1,6,7.09,0.0,1.01,0.0,38,clean
19.24,91,91,19.24,0.002715,0,1.02,3.03,1,16.2655,0,0,0.0,0.0,0,8,1.01,0.183381,5.16,0.001485,0,28,1,1.01,0.000899,0.0,0.0,18,clean
1.02,8,8,1.02,0.0,4,0.0,0.0,0,5.19438,0,0,0.0,0.0,0,6,0.0,0.007845,0.0,0.0,0,3,3,3.05,0.0,0.0,1.02,18,clean
0.0,1,2,0.0,0.043647,384,1.02,23.64,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,0,0,3,2.02,0.0,0.0,0.0,17,clean
0.0,3,5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,2,8,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,35,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,8,0.0,0.006219,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,50,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,2,13.0619,0,0,0.0,0.0,0,22,1.01,0.183885,0.0,0.0,0,0,1,2.02,0.003109,0.0,2.02,66,clean
2.02,5,7,1.01,0.004526,8,1.01,1.01,1,8.12446,0,0,0.0,0.0,0,10,1.02,0.128171,1.02,0.0,0,3,5,3.06,0.000853,1.01,0.0,34,clean
0.0,1,4,1.01,0.040328,388,1.02,20.61,0,4.59811,0,1,0.000742,0.0,0,4,0.0,0.005926,0.0,0.0,1,1,3,4.04,0.000844,1.01,0.0,80,clean
1.01,3,3,1.01,0.0,0,0.0,0.0,0,5.54249,0,0,0.0,0.0,0,10,3.04,0.016055,0.0,0.0,0,0,1,0.0,0.004481,0.0,0.0,0,clean
0.0,2,4,0.0,0.001421,95,0.0,1.01,0,10.4485,0,0,0.0,1.01,2,12,0.0,0.168866,1.01,0.0,0,3,2,2.02,0.0,0.0,0.0,63,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,clean
0.0,2,5,0.0,0.0,0,0.0,0.0,0,5.1154,0,0,0.0,0.0,0,9,0.0,0.007694,0.0,0.0,0,8,2,2.02,0.0,0.0,0.0,82,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,3.83244,0,0,0.0,0.0,0,2,0.0,0.005035,2.02,0.0,0,5,1,1.01,0.0,0.0,0.0,0,clean
0.0,1,7,1.03,0.03264,28,0.0,8.09,0,18.4584,1,0,0.00065,0.0,0,7,0.0,0.148013,0.0,0.0,0,0,2,7.09,0.001954,1.03,0.0,57,clean
0.0,1,10,0.0,0.043647,415,1.02,23.66,0,12.0762,3,0,0.0,0.0,0,6,0.0,0.019818,0.0,0.0,2,2,6,7.1,0.0,0.0,0.0,226,clean
0.0,6,10,0.0,0.0,2,0.0,0.0,0,4.39643,0,0,0.0,0.0,3,19,1.01,0.006941,0.0,0.0,0,4,1,1.01,0.000488,0.0,0.0,149,clean
4.06,4,22,6.08,0.00554,62,0.0,2.04,2,16.2509,1,1,0.0,1.01,1,21,0.0,0.207098,0.0,0.0,0,2,5,9.25,0.007802,3.03,0.0,185,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,4,16,0.0,0.154542,0.0,0.0,0,7,3,3.05,0.0,0.0,0.0,141,clean
0.0,4,8,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,6,6,0.0,0.006219,0.0,0.0,0,6,2,1.01,0.0,0.0,0.0,42,clean
0.0,2,17,4.07,0.001105,25,0.0,1.03,0,15.9473,1,0,0.0,0.0,0,7,0.0,0.150379,1.01,0.0,0,2,3,4.08,0.001036,4.07,0.0,83,clean
0.0,2,10,1.01,0.012734,39,0.0,7.09,0,13.5885,0,1,0.0,0.0,0,18,1.01,0.029411,0.0,0.0,1,1,1,1.01,0.004873,1.01,0.0,137,clean
1.01,2,15,6.11,0.0,18,0.0,0.0,2,25.6173,2,2,0.001691,0.0,0,8,2.03,0.167331,5.06,0.005192,9,9,2,4.04,0.003739,6.11,0.0,190,clean
0.0,2,2,0.0,0.0,2,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
0.0,1,5,0.0,0.043647,397,1.02,23.65,0,4.07501,0,0,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,0,0,6,3.03,0.0,0.0,0.0,26,clean
0.0,1,2,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,1,9,0.0,0.154542,0.0,0.0,0,1,3,3.05,0.0,0.0,0.0,31,clean
1.01,13,20,1.01,0.0,0,0.0,0.0,1,9.33444,0,0,0.0,0.0,2,9,0.0,0.014443,1.01,0.000513,6,8,1,1.01,0.0,0.0,0.0,149,clean
2.04,5,5,3.05,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,1.15,15,12,0.0,0.010135,1.15,0.0,1,16,2,1.01,0.001015,1.01,0.0,55,clean
3.04,7,13,3.04,0.001421,95,0.0,1.01,0,9.21914,0,0,0.0,0.0,4,17,0.0,0.155078,0.0,0.0,1,8,2,2.02,0.0,0.0,0.0,130,clean
2.03,6,8,3.04,0.001421,95,0.0,1.01,0,4.07501,0,0,0.0,0.0,0,14,0.0,0.006219,0.0,0.0,0,0,2,2.02,0.0,1.01,0.0,15,clean
2.02,27,35,2.02,0.043647,380,1.02,23.65,1,12.6182,1,0,0.0,0.0,0,11,0.0,0.017605,0.0,0.0,0,0,2,2.02,0.0,0.0,0.0,99,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,2.96868,0,0,0.0,0.0,0,4,0.0,0.003467,0.0,0.0,1,1,1,1.01,0.0,0.0,0.0,20,clean
4.04,8,14,4.04,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,9,30,0.0,0.151789,0.0,0.0,0,16,3,2.02,0.000853,0.0,0.0,257,clean
0.0,1,4,0.0,0.0,1,0.0,0.0,0,5.40022,0,0,0.0,1.02,3,4,0.0,0.009491,1.02,0.0,0,3,3,1.01,0.0,0.0,0.0,31,clean
0.0,1,5,0.0,0.043647,393,1.02,23.64,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,0,0,4,2.02,0.0,0.0,0.0,34,clean
0.0,3,7,0.0,0.0,0,0.0,0.0,0,6.62518,0,0,0.0,0.0,0,7,0.0,0.010227,0.0,0.0,5,5,1,1.01,0.0,0.0,0.0,104,clean
2.06,9,16,2.07,0.0,0,0.0,0.0,0,9.45026,1,0,0.0,0.0,0,24,2.04,0.135639,0.0,0.0,0,7,1,1.02,0.006411,1.01,0.0,276,clean
0.0,1,9,0.0,0.0,8,0.0,0.0,0,10.9131,0,0,0.0,0.0,0,6,0.0,0.014767,0.0,0.0,1,1,2,2.03,0.0,0.0,0.0,122,clean
0.0,1,3,0.0,0.0,2,0.0,0.0,0,1.28741,0,0,0.0,0.0,1,7,0.0,0.003839,0.0,0.0,0,1,3,1.03,0.0,0.0,0.0,32,clean
0.0,1,6,0.0,0.016601,71,0.0,1.12,1,0.0,0,0,0.0,0.0,2,6,0.0,0.0,0.0,0.0,0,2,5,1.01,0.0,0.0,0.0,21,clean
4.05,6,11,3.04,0.001421,97,0.0,1.01,1,8.43242,0,0,0.0,0.0,4,18,0.0,0.153579,0.0,0.0,0,9,3,3.03,0.001036,1.01,0.0,136,clean
0.0,1,16,3.06,0.0,18,0.0,0.0,1,16.5532,1,3,0.002401,0.0,0,11,2.02,0.030645,2.02,0.0,3,4,2,4.04,0.003565,3.06,0.0,281,clean
1.02,8,8,1.02,0.0,4,0.0,0.0,0,5.19438,0,0,0.0,0.0,0,6,0.0,0.007845,0.0,0.0,0,3,3,3.05,0.0,0.0,1.02,18,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0.0,0,10,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,55,clean
0.0,2,15,0.0,0.0,15,0.0,0.0,1,1.29357,0,0,0.0,1.01,4,14,0.0,0.054678,1.01,0.0,0,4,3,0.0,0.0,0.0,0.0,128,clean
0.0,1,6,1.01,0.04453,410,1.02,24.63,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,1,1,4,2.02,0.0,1.01,0.0,31,clean
1.01,5,7,1.01,0.043647,385,1.02,23.66,0,6.73444,0,0,0.0,0.0,0,6,0.0,0.132755,0.0,0.0,2,2,6,8.1,0.0,0.0,0.0,52,clean
0.0,1,3,0.0,0.0,6,0.0,0.0,0,3.92315,0,0,0.0,0.0,0,8,0.0,0.148538,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,56,clean
0.0,1,3,1.01,0.04453,410,1.02,24.63,0,7.8386,0,0,0.0,0.0,0,3,0.0,0.011757,0.0,0.0,0,0,4,2.02,0.0,1.01,0.0,22,clean
0.0,1,3,0.0,0.001073,19,0.0,1.04,0,13.175,0,0,0.0,0.0,0,22,4.06,0.14483,0.0,0.0,1,1,3,5.05,0.011424,0.0,0.0,66,clean
2.03,14,17,2.03,0.0,0,0.0,0.0,0,3.9771,0,1,0.0,0.0,0,10,1.01,0.005853,0.0,0.0,4,4,1,1.02,0.000936,0.0,0.0,122,clean
2.02,1,1,2.02,0.005044,11,1.01,2.03,0,4.07501,0,0,0.0,0.0,0,5,0.0,0.006219,0.0,0.0,0,1,6,3.1,0.0,0.0,0.0,12,clean
0.0,4,4,0.0,0.001441,6,0.0,1.01,0,4.08525,0,0,0.0,0.0,1,1,0.0,0.005998,0.0,0.0,0,1,3,2.03,0.0,0.0,0.0,3,clean
1.01,1,2,1.01,0.0,0,0.0,0.0,0,5.7915,0,1,0.0,0.0,0,9,0.0,0.008165,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,94,clean
3.04,7,22,5.06,0.004741,8,0.0,5.92,1,22.1081,1,8,0.002313,3.03,23,36,4.04,0.189791,3.03,0.0,0,23,3,6.09,0.013045,2.02,0.0,724,clean
0.0,1,2,0.0,0.033278,32,1.02,6.17,0,1.26811,0,0,0.0,0.0,0,3,0.0,0.001556,0.0,0.0,1,1,3,2.02,0.0,0.0,0.0,10,clean
1.01,2,2,2.02,0.0,0,0.0,0.0,1,13.4356,0,0,0.0,3.03,4,14,4.07,0.152499,3.03,0.0,0,4,1,1.01,0.012443,1.01,0.0,79,clean
0.0,0,9,0.0,0.0,2,0.0,0.0,1,0.0,0,1,0.0,0.0,3,12,0.0,0.0,0.0,0.0,2,5,2,0.0,0.0,0.0,0.0,89,clean
0.0,2,7,1.01,0.043647,386,1.02,23.66,0,6.70304,0,0,0.0,0.0,0,4,0.0,0.152618,0.0,0.0,0,0,6,8.1,0.0,1.01,0.0,38,clean
0.0,3,7,0.0,0.0,0,0.0,0.0,0,6.62518,0,0,0.0,0.0,0,7,0.0,0.010227,0.0,0.0,5,5,1,1.01,0.0,0.0,0.0,104,clean
0.0,0,0,0.0,0.041172,386,1.02,22.65,0,6.61333,0,0,0.0,0.0,0,2,0.0,0.013148,0.0,0.0,0,2,7,5.06,0.0,0.0,0.0,7,clean
0.0,3,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,5,0.0,0.006219,0.0,0.0,7,7,1,1.01,0.0,0.0,0.0,26,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,5.96416,0,0,0.0,0.0,0,3,0.0,0.010614,0.0,0.0,0,0,1,1.01,0.0,0.0,5.07,9,clean
0.0,0,3,0.0,0.0,0,0.0,0.0,1,14.6865,1,2,0.000563,0.0,0,3,0.0,0.167995,0.0,0.0,0,1,1,1.01,0.000652,0.0,0.0,19,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,15,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,96,clean
